code,name,city,country,timezone,city_code
MQZ,Margaret River,Margaret River,AU,Australia/Perth,MQZ
MRA,Misurata Airport,Misratah,LY,Africa/Tripoli,MRA
MRB,Eastern Wv Regional Airport/Shepherd Field,Martinsburg,US,America/New_York,MRB
MRC,Maury County,Columbia,US,America/Chicago,MRC
MRD,A Carnevalli,Merida,VE,America/Caracas,MRD
MRE,Mara Lodges Airport,,KE,Africa/Nairobi,MRE
MRF,Municipal,Marfa,US,America/Chicago,MRF
MRG,Mareeba,,AU,Australia/Brisbane,MRG
MRH,May River,,PG,Pacific/Port_Moresby,MRH
MRI,Merrill Field,Anchorage,US,America/Anchorage,ANC
MRJ,Marcala,Marcala,HN,America/Tegucigalpa,MRJ
MRK,Marco Island,Marco,US,America/New_York,MRK
MRL,Miners Lake,Charters Towers,AU,Australia/Brisbane,MRL
MRM,Manare,,PG,Pacific/Port_Moresby,MRM
MRN,Lenoir,Morganton,US,America/New_York,MRN
MRO,Masterton/Hood Aerodrome,Masterton,NZ,Pacific/Auckland,MRO
MRP,Marla,,AU,Australia/Adelaide,MRP
MRQ,Marinduque,Masiga,PH,Asia/Manila,MRQ
MRR,Macara,Macara,EC,America/Guayaquil,MRR
MRS,Marseille Provence Airport,Saint-Victoret,FR,Europe/Paris,MRS
MRT,Moroak,,AU,Australia/Darwin,MRT
MRU,Sir Seewoosagur Ramgoolam International Airport,Plaine Magnien,MU,Indian/Mauritius,MRU
MRV,Mineralnye Vody Airport,Andzhiyevskiy,RU,Europe/Moscow,MRV
MRW,Maribo,Holeby,DK,Europe/Copenhagen,MRW
MRX,Mahshahr Airport,Bandar-e Mahshahr,IR,Asia/Tehran,MRX
MRY,Monterey Regional Airport,Del Rey Oaks,US,America/Los_Angeles,MRY
MRZ,Moree Airport,Moree,AU,Australia/Sydney,MRZ
MSA,Muskrat Dam,,CA,America/Winnipeg,MSA
MSB,Marigot SPB,,MF,America/Marigot,SFG
MSC,Falcon Field,Mesa,US,America/Phoenix,MSC
MSD,Mt Pleasant,Mount Pleasant,US,America/Denver,MSD
MSE,Kent International,Westgate on Sea,GB,Europe/London,MSE
MSF,Mount Swan,,AU,Australia/Darwin,MSF
MSG,Matsaile,,LS,Africa/Maseru,MSG
MSH,Masirah,Badiyah,OM,Asia/Muscat,MSH
MSI,Masalembo,Perreng,ID,Asia/Jakarta,MSI
MSJ,Misawa,Misawa,JP,Asia/Tokyo,MSJ
MSK,Mastic Point,,BS,America/Nassau,MSK
MSL,Northwest Alabama Regional Airport,Muscle Shoals,US,America/Chicago,MSL
MSM,Masi Manimba,Bulungu,CD,Africa/Kinshasa,MSM
MSN,Dane County Regional Airport,Maple Bluff,US,America/Chicago,MSN
MSO,Missoula International Airport,Orchard Homes,US,America/Denver,MSO
MSP,Minneapolis-St. Paul International Airport,Richfield,US,America/Chicago,MSP
MSQ,Minsk National Airport,Smilavichy,BY,Europe/Minsk,MSQ
MSR,Mus Airport,Haskoy,TR,Europe/Istanbul,MSR
MSS,Richards Field,Massena,US,America/New_York,MSS
MST,Maastricht Aachen Airport,Elsloo,NL,Europe/Amsterdam,MST
MSU,Moshoeshoe International Airport,Maseru,LS,Africa/Maseru,MSU
MSV,Sullivan County International,Liberty,US,America/New_York,MSV
MSW,Massawa International,Massawa,ER,Africa/Asmara,MSW
MSX,Mossendjo,Mossendjo,CG,Africa/Brazzaville,MSX
MSY,Louis Armstrong New Orleans International Airport,Kenner,US,America/Chicago,MSY
MSZ,Yuri Gagarin Airport,Namibe,AO,Africa/Luanda,MSZ
MTA,Matamata,Matamata,NZ,Pacific/Auckland,MTA
MTB,Monte Libano,Montelibano,CO,America/Bogota,MTB
MTC,Selfridge ANGB,Mount Clemens,US,America/Detroit,MTC
MTD,Mt Sandford,,AU,Australia/Darwin,MTD
MTE,Monte Alegre,Monte Alegre,BR,America/Santarem,MTE
MTF,Mizan Teferi,,ET,Africa/Addis_Ababa,MTF
MTG,Mato Grosso,Diamantino,BR,America/Cuiaba,MTG
MTH,Florida Keys Marathon Airport,Marathon,US,America/New_York,MTH
MTI,Mosteiros,Porto dos Mosteiros,CV,Atlantic/Cape_Verde,MTI
MTJ,Montrose Regional Airport,Montrose,US,America/Denver,MTJ
MTK,Makin Island,Makin Village,KI,Pacific/Tarawa,MTK
MTL,Maitland,Maitland,AU,Australia/Sydney,MTL
MTM,SPB,,US,America/Metlakatla,MTM
MTN,Glenn L Martin,Bowleys Quarters,US,America/New_York,BWI
MTO,Coles County Memorial,Mattoon,US,America/Chicago,MTO
MTP,Montauk Airport,Montauk,US,America/New_York,MTP
MTQ,Mitchell,,AU,Australia/Brisbane,MTQ
MTR,Los Garzones Airport,Cerete,CO,America/Bogota,MTR
MTS,Matsapha International,Kwaluseni,SZ,Africa/Mbabane,MTS
MTT,Minatitlan Airport,Minatitlan,MX,America/Mexico_City,MTT
MTU,Montepuez,Montepuez,MZ,Africa/Maputo,MTU
MTV,Mota Lava,,VU,Pacific/Efate,MTV
MTW,Municipal,Manitowoc,US,America/Chicago,MTW
MTX,Metro Field,College,US,America/Anchorage,FAI
MTY,Gen Mariano Escobedo Airport,Ladrillera (Entronque Pesqueria),MX,America/Monterrey,MTY
MTZ,Masada,Mas`adah,IL,Asia/Jerusalem,MTZ
MUA,Munda Airport,,SB,Pacific/Guadalcanal,MUA
MUB,Maun Airport,,BW,Africa/Gaborone,MUB
MUC,Franz Josef Strauss Airport,Hallbergmoos,DE,Europe/Berlin,MUC
MUD,Mueda,Newala Kisimani,MZ,Africa/Maputo,MUD
MUE,Kamuela,Waimea,US,Pacific/Honolulu,MUE
MUF,Muting,,ID,Asia/Jayapura,MUF
MUG,Mulege,,MX,America/Mazatlan,MUG
MUH,Mersa Matruh,Mersa Matruh,EG,Africa/Cairo,MUH
MUI,Muir AAF,Jonestown,US,America/New_York,MUI
MUJ,Mui,Mizan Teferi,ET,Africa/Addis_Ababa,MUJ
MUK,Mauke Island,,CK,Pacific/Rarotonga,MUK
MUL,Spence,Moultrie,US,America/New_York,MGR
MUN,Jose Tadeo Monagas International Airport,Maturin,VE,America/Caracas,MUN
MUO,Mountain Home AFB,Mountain Home,US,America/Boise,MUO
MUP,Mulga Park,,AU,Australia/Darwin,MUP
MUQ,Muccan,,AU,Australia/Perth,MUQ
MUR,Marudi Airport,,MY,Asia/Kuching,MUR
MUS,Marcus Island,,JP,Asia/Tokyo,MUS
MUT,Muscatine,Muscatine,US,America/Chicago,MUT
MUU,Mount Union,Mount Union,US,America/New_York,MUU
MUV,Mustin Alf,,US,America/New_York,PHL
MUW,Mascara-Ghriss,Mascara,DZ,Africa/Algiers,MUW
MUX,Multan Airport,Multan,PK,Asia/Karachi,MUX
MUY,Mouyondzi,Madingou,CG,Africa/Brazzaville,MUY
MUZ,Musoma Airport,Musoma,TZ,Africa/Dar_es_Salaam,MUZ
MVA,Reykiahlid,Laugar,IS,Atlantic/Reykjavik,MVA
MVB,Franceville/Mvengue,Franceville,GA,Africa/Libreville,MVB
MVC,Monroe - Walton County,Monroeville,US,America/Chicago,MVC
MVD,Carrasco International Airport,Paso de Carrasco,UY,America/Montevideo,MVD
MVE,Montevideo-Chippewa,Montevideo,US,America/Chicago,MVE
MVF,Dixsept Rosado,Mossoro,BR,America/Fortaleza,MVF
MVG,Mevang,Ndjole,GA,Africa/Libreville,MVG
MVH,Macksville,Macksville,AU,Australia/Sydney,MVH
MVI,Manetai,,PG,Pacific/Port_Moresby,MVI
MVJ,Marlboro,Mandeville,JM,America/Jamaica,MVJ
MVK,Mulka,,AU,Australia/Adelaide,MVK
MVL,Morrisville-Stowe,Morrisville,US,America/New_York,MVL
MVM,Monument Valley,Kayenta,US,America/Shiprock,MVM
MVN,Mt Vernon-Outland,Mount Vernon,US,America/Chicago,MVN
MVO,Mongo,Mongo,TD,Africa/Ndjamena,MVO
MVP,Mitu,,CO,America/Bogota,MVP
MVQ,Mogilev,Vishow,BY,Europe/Minsk,MVQ
MVR,Salam,Maroua,CM,Africa/Douala,MVR
MVS,Aeroporto Max Feffer,Mucuri,BR,America/Bahia,MVS
MVT,Mataiva,,PF,Pacific/Tahiti,MVT
MVU,Musgrave,Cooktown,AU,Australia/Brisbane,MVU
MVV,Megeve,Megeve,FR,Europe/Paris,MVV
MVW,Skagit Regional,Mount Vernon,US,America/Los_Angeles,MVW
MVX,Minvoul,Bitam,GA,Africa/Libreville,MVX
MVY,Martha's Vineyard Airport,,US,America/New_York,MVY
MVZ,Masvingo,Masvingo,ZW,Africa/Harare,MVZ
MWA,Williamson County Airport,Energy,US,America/Chicago,MWA
MWB,Morawa,Dongara,AU,Australia/Perth,MWB
MWC,Lawrence J Timmerman,,US,America/Chicago,MKE
MWD,Mianwali,Mianwali,PK,Asia/Karachi,MWD
MWE,Merowe,Marawi,SD,Africa/Khartoum,MWE
MWF,Maewo,,VU,Pacific/Efate,MWF
MWG,Marawaka,,PG,Pacific/Port_Moresby,MWG
MWH,Grant County,Moses Lake North,US,America/Los_Angeles,MWH
MWI,Maramuni,,PG,Pacific/Port_Moresby,MWI
MWJ,Matthews Ridge,Bartica,GY,America/Guyana,MWJ
MWK,Matak,,ID,Asia/Jakarta,MWK
MWL,Mineral Wells Airport,Mineral Wells,US,America/Chicago,MWL
MWM,Windom Municipal,Windom,US,America/Chicago,MWM
MWN,Mwadui,Mwadui,TZ,Africa/Dar_es_Salaam,MWN
MWO,Hook Field,Middletown,US,America/New_York,MWO
MWP,Mountain,,NP,Asia/Kathmandu,MWP
MWQ,Magwe,Magway,MM,Asia/Rangoon,MWQ
MWR,Motswari Airfield,,ZA,Africa/Johannesburg,MWR
MWS,Mount Wilson,Sierra Madre,US,America/Los_Angeles,MWS
MWT,Moolawatana,,AU,Australia/Adelaide,MWT
MWU,Mussau,,PG,Pacific/Port_Moresby,MWU
MWV,Mundulkiri,Senmonourom,KH,Asia/Phnom_Penh,MWV
MWX,Muan International Airport,Muan,KR,Asia/Seoul,MWX
MWY,Miranda Downs,,AU,Australia/Brisbane,MWY
MWZ,Mwanza Airport,Mwanza,TZ,Africa/Dar_es_Salaam,MWZ
MXA,Municipal,Manila,US,America/Chicago,MXA
MXB,Masamba,Masamba,ID,Asia/Makassar,MXB
MXC,San Juan County,Monticello,US,America/Denver,MXC
MXD,Marion Downs,,AU,Australia/Brisbane,MXD
MXE,Maxton,Maxton,US,America/New_York,MXE
MXF,Maxwell AFB,Montgomery,US,America/Chicago,MGM
MXG,Marlborough,Marlborough,US,America/New_York,MXG
MXH,Moro Airport,,PG,Pacific/Port_Moresby,MXH
MXI,Imelda Romualdez Marcos,Mati,PH,Asia/Manila,MXI
MXJ,Minna,Minna,NG,Africa/Lagos,MXJ
MXK,Mindik,,PG,Pacific/Port_Moresby,MXK
MXL,Mexicali Airport,Islas Agrarias Grupo A,MX,America/Tijuana,MXL
MXM,Morombe,,MG,Indian/Antananarivo,MXM
MXN,Morlaix,Saint-Martin-des-Champs,FR,Europe/Paris,MXN
MXO,Municipal,Monticello,US,America/Chicago,MXO
MXP,Milano Malpensa Airport,Vizzola Ticino,IT,Europe/Rome,MIL
MXQ,Lorenzo Airport,Cairu,BR,America/Sao_Paulo,MXQ
MXR,Mirgorod,Myrhorod,UA,Europe/Kiev,MXR
MXS,Maota Savaii Island,Safotulafai,WS,Pacific/Apia,MXS
MXT,Maintirano,,MG,Indian/Antananarivo,MXT
MXU,Mullewa,Waggrakine,AU,Australia/Perth,MXU
MXV,Moron,Murun-kuren,MN,Asia/Ulaanbaatar,MXV
MXW,Mandalgobi,Mandalgovi,MN,Asia/Ulaanbaatar,MXW
MXX,Mora Airport,Mora,SE,Europe/Stockholm,MXX
MXY,Mccarthy,,US,America/Anchorage,MXY
MXZ,Mei Xian Airport,Sanjiao,CN,Asia/Shanghai,MXZ
MYA,Moruya Airport,Broulee,AU,Australia/Sydney,MYA
MYB,Mayoumba,Mayumba,GA,Africa/Libreville,MYB
MYC,Maracay,Moron,VE,America/Caracas,MYC
MYD,Malindi Airport,Malindi,KE,Africa/Nairobi,MYD
MYE,Miyake Jima,Shimoda,JP,Asia/Tokyo,MYE
MYF,Montgomery Field,,US,America/Los_Angeles,SAN
MYG,Mayaguana Airport,,BS,America/Nassau,MYG
MYH,Marble Canyon,,US,America/Phoenix,MYH
MYI,Murray Island,,AU,Australia/Brisbane,MYI
MYJ,Matsuyama Airport,Masaki-cho,JP,Asia/Tokyo,MYJ
MYK,May Creek,,US,America/Anchorage,MYK
MYL,Mccall,McCall,US,America/Boise,MYL
MYM,Monkey Mountain,,GY,America/Guyana,MYM
MYN,Mareb,Ma'rib,YE,Asia/Aden,MYN
MYO,Myroodah,,AU,Australia/Perth,MYO
MYP,Mary Airport,Mary,TM,Asia/Ashgabat,MYP
MYQ,Mysore,Mysore,IN,Asia/Kolkata,MYQ
MYR,Myrtle Beach International Airport,Myrtle Beach,US,America/New_York,MYR
MYT,Myitkyina Airport,Myitkyina,MM,Asia/Rangoon,MYT
MYU,Ellis Field,,US,America/Anchorage,MYU
MYV,Yuba County,Olivehurst,US,America/Los_Angeles,MYV
MYW,Mtwara Airport,Mtwara,TZ,Africa/Dar_es_Salaam,MYW
MYX,Menyamya,,PG,Pacific/Port_Moresby,MYX
MYY,Miri Airport,Miri,MY,Asia/Kuching,MYY
MYZ,Monkey Bay,Chipoka,MW,Africa/Blantyre,MYZ
MZA,Mayor Pnp Nancy Flore Airport,Mazamari,PE,America/Lima,MZA
MZB,Mocimboa Praia,Mocimboa,MZ,Africa/Maputo,MZB
MZC,Mitzic,Mitzic,GA,Africa/Libreville,MZC
MZD,Mendez,,EC,America/Guayaquil,MZD
MZE,Manatee,,BZ,America/Belize,MZE
MZF,Mzamba(Wild Coast Sun),Butterworth,ZA,Africa/Johannesburg,MZF
MZG,Magong Airport,,TW,Asia/Taipei,MZG
MZH,Merzifon Airport,Merzifon,TR,Europe/Istanbul,MZH
MZI,Mopti,Mopti,ML,Africa/Bamako,MZI
MZJ,Marana,Avra Valley,US,America/Phoenix,MZJ
MZK,Marakei,Rawannawi Village,KI,Pacific/Tarawa,MZK
MZL,La Nubia Airport,Villamaria,CO,America/Bogota,MZL
MZM,Frescaty,Marly,FR,Europe/Paris,ETZ
MZN,Minj,,PG,Pacific/Port_Moresby,MZN
MZO,Sierra Maestra Airport,Manzanillo,CU,America/Havana,MZO
MZP,Motueka,Motueka,NZ,Pacific/Auckland,MZP
MZQ,Mkuze,Mkuze,ZA,Africa/Johannesburg,MZQ
MZR,Mazar-I-Sharif Airport,Mazar-e Sharif,AF,Asia/Kabul,MZR
MZS,Mostyn,,MY,Asia/Kuching,MZS
MZT,Mazatlan International Airport,Villa Union,MX,America/Mazatlan,MZT
MZU,Muzaffarpur,Muzaffarpur,IN,Asia/Kolkata,MZU
MZV,Mulu Airport,,MY,Asia/Kuching,MZV
MZW,Mechria,Naama,DZ,Africa/Algiers,MZW
MZX,Mena,Goba,ET,Africa/Addis_Ababa,MZX
MZY,Mossel Bay,Mossel Bay,ZA,Africa/Johannesburg,MZY
MZZ,Marion,Jonesboro,US,America/Indiana/Indianapolis,MZZ
NAA,Narrabri,,AU,Australia/Sydney,NAA
NAB,Albany NAS,Albany,US,America/New_York,ABY
NAC,Naracoorte,Naracoorte,AU,Australia/Adelaide,NAC
NAD,Macanal,Maroa,CO,America/Bogota,NAD
NAE,Natitingou,Natitingou,BJ,Africa/Porto-Novo,NAE
NAF,Banaina,Long Beluah,ID,Asia/Makassar,NAF
NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur,IN,Asia/Kolkata,NAG
NAH,Naha,Enemawira,ID,Asia/Makassar,NAH
NAI,Annai,,GY,America/Guyana,NAI
NAJ,Nakhichevan Airport,Tazakend,AZ,Asia/Baku,NAJ
NAK,Nakhon Ratchasima,Nakhon Ratchasima,TH,Asia/Bangkok,NAK
NAL,Nalchik Airport,Nartan,RU,Europe/Moscow,NAL
NAM,Namlea,Namlea,ID,Asia/Jayapura,NAM
NAN,Nadi International Airport,,FJ,Pacific/Fiji,NAN
NAO,Nanchong Airport,Nanchong,CN,Asia/Shanghai,NAO
NAP,Naples International Airport,Casavatore,IT,Europe/Rome,NAP
NAQ,Qaanaaq Airport,,GL,America/Godthab,NAQ
NAR,Nare,,CO,America/Bogota,NAR
NAS,Lynden Pindling International Airport,,BS,America/Nassau,NAS
NAT,Sao Goncalo do Amarante-Governador Aluizio Alves Intl Airport,Parnamirim,BR,America/Fortaleza,NAT
NAU,Napuka Island,,PF,Pacific/Tahiti,NAU
NAV,Nevsehir,Nevsehir,TR,Europe/Istanbul,NAV
NAW,Narathiwat Airport,Bacho,TH,Asia/Bangkok,NAW
NAX,Kalaeloa John Rodgers Field,Makakilo City,US,Pacific/Honolulu,NAX
NAY,Beijing Nanyuan Airport,Nanyuan,CN,Asia/Shanghai,BJS
NAZ,Nana,,SB,Pacific/Guadalcanal,NAZ
NBA,Nambaiyufa,Goroka,PG,Pacific/Port_Moresby,NBA
NBB,Barrancominas,,CO,America/Bogota,NBB
NBC,Begishevo Airport,Yelabuga,RU,Europe/Moscow,NBC
NBE,Enfidha - Hammamet International Airport,Harqalah,TN,Africa/Tunis,NBE
NBG,NAS/Alvin Callendar,Timberlane,US,America/Chicago,MSY
NBH,Nambucca Heads,Nambucca,AU,Australia/Sydney,NBH
NBL,San Blas,El Progreso,PA,America/Panama,NBL
NBN,Annobón,Pale,GQ,Africa/Malabo,NBN
NBO,Jomo Kenyatta International Airport,Pumwani,KE,Africa/Nairobi,NBO
NBP,Battery Pk City/N. Cov,,US,America/New_York,NYC
NBS,Changbaishan Airport,Manjiang,CN,Asia/Shanghai,NBS
NBU,NAS,Glenwood Springs,US,America/Chicago,NBU
NBV,Cana Brava,Joao Pinheiro,BR,America/Sao_Paulo,NBV
NBW,Guantanamo NAS,Guantanamo,CU,America/Havana,GAO
NBX,Nabire,,ID,Asia/Jayapura,NBX
NCA,North Caicos,,TC,America/Grand_Turk,NCA
NCE,Cote D'Azur Airport,Saint-Laurent-du-Var,FR,Europe/Paris,NCE
NCG,Nueva Casas Grandes,Nuevo Casas Grandes,MX,America/Chihuahua,NCG
NCH,Nachingwea,Nachingwea,TZ,Africa/Dar_es_Salaam,NCH
NCI,Necocli,,CO,America/Bogota,NCI
NCJ,Sunchales,Sunchales,AR,America/Argentina/Cordoba,NCJ
NCL,Newcastle International Airport,Ponteland,GB,Europe/London,NCL
NCN,New Chenega,,US,America/Anchorage,NCN
NCO,NAS,West Tisbury,US,America/New_York,NCO
NCQ,Atlanta NAS,Fair Oaks,US,America/New_York,MGE
NCR,San Carlos,San Carlos,NI,America/Managua,NCR
NCS,Newcastle,Newcastle,ZA,Africa/Johannesburg,NCS
NCT,Guanacaste,,CR,America/Costa_Rica,NCT
NCU,Nukus Airport,Nukus,UZ,Asia/Samarkand,NCU
NCY,Annecy-Meythe,Metz-Tessy,FR,Europe/Paris,NCY
NDA,Bandanaira,Werinama,ID,Asia/Jayapura,NDA
NDB,Nouadhibou Airport,,MR,Africa/Nouakchott,NDB
NDC,Nanded,Nanded,IN,Asia/Kolkata,NDC
NDD,Sumbe,,AO,Africa/Luanda,NDD
NDE,Mandera,Mandera,KE,Africa/Nairobi,NDE
NDF,Ndalatandos,N'dalatando,AO,Africa/Luanda,NDF
NDG,Qiqihar Airport,Nanhang,CN,Asia/Shanghai,NDG
NDI,Namudi,,PG,Pacific/Port_Moresby,NDI
NDJ,Ndjamena Airport,N'Djamena,TD,Africa/Ndjamena,NDJ
NDK,Namdrik Island,Namdrik,MH,Pacific/Majuro,NDK
NDL,Ndele,Ndele,CF,Africa/Bangui,NDL
NDM,Mendi,Mendi,ET,Africa/Addis_Ababa,NDM
NDN,Nadunumu,,PG,Pacific/Port_Moresby,NDN
NDO,La Palma Del Condado,Villarrasa,ES,Europe/Madrid,NDO
NDP,Ellyson NAS,,US,America/Chicago,PNS
NDR,Nador International Airport,Selouane,MA,Africa/Casablanca,NDR
NDS,Sandstone,,AU,Australia/Perth,NDS
NDU,Rundu,Rundu,NA,Africa/Windhoek,NDU
NDV,USN Heliport,,US,America/New_York,NDV
NDY,Sanday,,GB,Europe/London,NDY
NEA,Brunswick Golden Isles,Country Club Estates,US,America/New_York,NEA
NEC,Necochea,Necochea,AR,America/Argentina/Buenos_Aires,NEC
NEF,Neftekamsk,Neftekamsk,RU,Asia/Yekaterinburg,NEF
NEG,Negril,Negril,JM,America/Jamaica,NEG
NEI,Terney Airport,Terney,RU,Asia/Vladivostok,NEI
NEJ,Nejjo,Nejo,ET,Africa/Addis_Ababa,NEJ
NEK,Nekemt,,ET,Africa/Addis_Ababa,NEK
NEL,Naec,Lakehurst,US,America/New_York,NEL
NEN,Olf Usn,Baldwin,US,America/New_York,NEN
NER,Neryungri Airport,Neryungri,RU,Asia/Yakutsk,NER
NES,East 34th St Landing,,US,America/New_York,NYC
NET,New Bight,,BS,America/Nassau,NET
NEU,Sam Neua,Xam Nua,LA,Asia/Vientiane,NEU
NEV,Newcastle Airport,Newcastle,KN,America/St_Kitts,NEV
NEW,Lakefront Airport,Arabi,US,America/Chicago,MSY
NFB,Detroit NAF,Capac,US,America/Detroit,MTC
NFG,Nefteyugansk,Barsovo,RU,Asia/Yekaterinburg,NFG
NFL,NAS,Fallon,US,America/Los_Angeles,NFL
NFO,Mata'aho,,TO,Pacific/Tongatapu,NFO
NFR,Nafoora,Gialo,LY,Africa/Tripoli,NFR
NGA,Young,Young,AU,Australia/Sydney,NGA
NGB,Ningbo Airport,Gulin,CN,Asia/Shanghai,NGB
NGC,North Rim,Grand Canyon,US,America/Phoenix,GCN
NGD,Captain Auguste George,,VG,America/Tortola,NGD
NGE,Ngaoundéré,Ngaoundere,CM,Africa/Douala,NGE
NGF,Marine Corps Air Station Kaneohe Bay,Marine Corps Base Hawaii - MCBH,US,Pacific/Honolulu,NGF
NGI,Ngau Island,Levuka,FJ,Pacific/Fiji,NGI
NGK,Nogliki Airport,Nogliki,RU,Asia/Sakhalin,NGK
NGL,Ngala Airfield,Lisala,ZA,Africa/Johannesburg,NGL
NGN,Nargana,Palmira,PA,America/Panama,NGN
NGO,Chubu Centrair International Airport,Tokoname,JP,Asia/Tokyo,NGO
NGP,NAS,,US,America/Chicago,CRP
NGQ,Ngari Gunsa/Ali Kunsha,,CN,Asia/Shanghai,NGQ
NGR,Ningerum,,PG,Pacific/Port_Moresby,NGR
NGS,Nagasaki Airport,,JP,Asia/Tokyo,NGS
NGU,NAS Chambers,Columbia,US,America/New_York,ORF
NGW,Cabaniss Field,Corpus Christi,US,America/Chicago,CRP
NGX,Manang,Kathmandu,NP,Asia/Kathmandu,NGX
NGZ,NAS,Alameda,US,America/Los_Angeles,NGZ
NHA,Nha Trang,Nha Trang,VN,Asia/Ho_Chi_Minh,NHA
NHD,Minhad AB,Dubai,AE,Asia/Dubai,DXB
NHF,New Halfa,Aroma,SD,Africa/Khartoum,NHF
NHK,Patuxent River NAS,Drum Point,US,America/New_York,NHK
NHS,Nushki,Nushki,PK,Asia/Karachi,NHS
NHT,Northolt,Greenford,GB,Europe/London,NHT
NHV,Nuku Hiva Airport,,PF,Pacific/Marquesas,NHV
NHX,Barin Olf Osn,Foley,US,America/Chicago,NHX
NHZ,NAS,Brunswick,US,America/New_York,NHZ
NIA,Nimba,New Yekepa,LR,Africa/Monrovia,NIA
NIB,Nikolai,,US,America/Anchorage,NIB
NIC,Nicosia International,Kato Deftera,CY,Asia/Nicosia,NIC
NIE,Niblack,,US,America/Anchorage,NIE
NIF,Nifty Airport,,AU,Australia/Perth,NIF
NIG,Nikunau,,KI,Pacific/Tarawa,NIG
NIK,Niokolo Koba,,SN,Africa/Dakar,NIK
NIM,Niamey Airport,Niamey,NE,Africa/Niamey,NIM
NIN,Ninilchik,,US,America/Anchorage,NIN
NIO,Nioki,Nioki,CD,Africa/Kinshasa,NIO
NIP,Jacksonville NAS,,US,America/New_York,JAX
NIR,Chase Field NAS,Beeville,US,America/Chicago,NIR
NIS,Simberi,,PG,Pacific/Port_Moresby,NIS
NIT,Niort,Niort,FR,Europe/Paris,NIT
NIU,Niau,,PF,Pacific/Tahiti,NIU
NIX,Nioro,Nioro,ML,Africa/Bamako,NIX
NJA,Atsugi NAS,Atsugi,JP,Asia/Tokyo,NJA
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,Asia/Yekaterinburg,NJC
NJF,Al-Najaf International Airport,An Najaf,IQ,Asia/Baghdad,NJF
NJJ,Nenjian Melgen Airport,Changfu,CN,Asia/Shanghai,NJJ
NJK,El Centro NAF,,US,America/Los_Angeles,IPL
NKA,Nkan,Ntoum,GA,Africa/Libreville,NKA
NKB,Noonkanbah,Derby,AU,Australia/Perth,NKB
NKC,Nouakchott International Airport,Nouakchott,MR,Africa/Nouakchott,NKC
NKD,Sinak,Batang,ID,Asia/Jayapura,NKD
NKG,Nanjing Lukou International Airport,Lukou,CN,Asia/Shanghai,NKG
NKI,Naukiti,,US,America/Anchorage,NKI
NKL,Nkolo,Bolobo,CD,Africa/Kinshasa,NKL
NKM,Nagoya Airport,Komaki,JP,Asia/Tokyo,NGO
NKN,Nankina,,PG,Pacific/Port_Moresby,NKN
NKO,Ankokoambo,Coracao de Jesus,MG,Indian/Antananarivo,NKO
NKP,Nakhon Phanom Airport,Nakhon Phanom,TH,Asia/Bangkok,NKP
NKS,Nkongsamba,Nkongsamba,CM,Africa/Douala,NKS
NKT,Shirnak,Tililan,TR,Europe/Istanbul,NKT
NKU,Nkaus,,LS,Africa/Maseru,NKU
NKV,Nichen Cove,,US,America/Anchorage,NKV
NKX,Miramar MS,Poway,US,America/Los_Angeles,SAN
NKY,Nkayi,Kayes,CG,Africa/Brazzaville,NKY
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,ZM,Africa/Lusaka,NLA
NLC,Lemoore NAS (Reeves Field),Lemoore,US,America/Los_Angeles,NLC
NLD,Quetzalcoatl International Airport,Nuevo Laredo,MX,America/Matamoros,NLD
NLE,Jerry Tyler Memorial,Niles,US,America/Detroit,NLE
NLF,Darnley Island,,AU,Australia/Brisbane,NLF
NLG,Nelson Lagoon,,US,America/Anchorage,NLG
NLH,Ninglang Luguhu Airport,Daxing,CN,Asia/Shanghai,NLH
NLI,Nikolaevsk-na-Amure,Nikolayevsk-on-Amure,RU,Asia/Vladivostok,NLI
NLK,Norfolk Island Airport,Kingston,NF,Pacific/Norfolk,NLK
NLL,Nullagine,,AU,Australia/Perth,NLL
NLN,Kneeland,Blue Lake,US,America/Los_Angeles,NLN
NLO,N'dolo,Kinshasa,CD,Africa/Kinshasa,FIH
NLP,Nelspruit Airport,Nelspruit,ZA,Africa/Johannesburg,NLP
NLS,Nicholson,,AU,Australia/Perth,NLS
NLT,Nalati Airport,Tuergen,CN,Asia/Shanghai,NLT
NLU,Santa Lucia,Benito Juarez,MX,America/Mexico_City,MEX
NLV,Nikolaev (Mykolaiv),Mykolayiv,UA,Europe/Kiev,NLV
NMA,Namangan Airport,Namangan Shahri,UZ,Asia/Tashkent,NMA
NMB,Daman,Vapi,IN,Asia/Kolkata,NMB
NMC,Norman's Cay,,BS,America/Nassau,NMC
NME,Nightmute Airport,,US,America/Anchorage,NME
NMF,Maafaru International Airport,Manadhoo,MV,Indian/Maldives,NMF
NMG,San Miguel,La Palma,PA,America/Panama,NMG
NML,Mildred Lake,,CA,America/Edmonton,NML
NMN,Nomane,,PG,Pacific/Port_Moresby,NMN
NMP,New Moon,,AU,Australia/Brisbane,NMP
NMR,Nappa Merry,,AU,Australia/Brisbane,NMR
NMS,Namsang,Taunggyi,MM,Asia/Rangoon,NMS
NMT,Namtu,Lashio,MM,Asia/Rangoon,NMT
NMU,Namu,Loen,MH,Pacific/Majuro,NMU
